window_start,window_end,feature_cutoff,lookback_start,event_count,velocity_per_step,amount_mean,amount_std,amount_deviation,mean_interarrival_steps,unique_origins,unique_destinations,destination_entropy,amount_entropy,repetition_ratio,max_entity_relative_velocity,max_entity_relative_amount,max_entity_relative_velocity_lag1,max_entity_relative_amount_lag1,velocity_delta,amount_delta,is_synthetic_spike,scenario_ids
348,353,348,342,70997,11832.833333333334,233525.99136160684,562569.2165795792,146283.19136160682,1.0,70997,68375,16.0404515284765,16.110889697128,7.042551093708185e-05,0.3333333333333333,274658.161,0.3333333333333333,231467.0568,0.0,43191.10420000003,False,
349,354,349,343,100450,16741.666666666668,243961.96665236435,622004.8096004992,156074.94165236436,1.0,100450,95329,16.511915304774295,16.60969237288426,4.977600796416127e-05,0.3333333333333333,274658.161,0.3333333333333333,274658.161,0.0,0.0,False,
350,355,350,344,129990,21665.0,232343.9955101931,573623.2706291283,143829.7955101931,1.0,129988,121577,16.855130348158657,16.980324687539476,4.615739672282483e-05,0.6666666666666666,274658.161,0.3333333333333333,274658.161,0.3333333333333333,0.0,False,
351,356,351,345,158284,26380.666666666668,226440.23595132798,549807.7443852908,138571.14095132798,1.0,158225,146076,17.112772123637896,17.26095765177817,3.790654772434359e-05,18.333333333333332,274658.161,0.6666666666666666,274658.161,17.666666666666664,0.0,True,train_velocity_02
352,357,352,346,170606,28434.333333333332,218305.3135681043,520929.14354506705,129466.26356810429,1.0,170479,156478,17.208922816658067,17.3656069540894,2.9307292826747007e-05,40.0,310073.9422,18.333333333333332,274658.161,21.666666666666668,35415.78119999997,True,train_velocity_02
353,358,353,347,171672,28612.0,212413.0269641526,505334.01622524194,123870.66196415262,1.0,171548,157467,17.217918604126066,17.374195651469265,2.912530872827252e-05,40.0,310073.9422,40.0,310073.9422,0.0,0.0,True,train_velocity_02
354,359,354,348,171870,28645.0,211091.5323687671,501350.11581364344,123264.2123687671,1.0,171745,157752,17.22086871217094,17.375419215036736,2.9091755396520627e-05,40.0,310073.9422,40.0,310073.9422,0.0,0.0,True,train_velocity_02
355,360,355,349,183099,30516.5,192880.95194097183,421903.3098356214,106826.65194097183,1.0,182975,167269,17.302672313705518,17.466918619269208,2.7307631390668435e-05,40.0,310073.9422,40.0,310073.9422,0.0,0.0,True,train_velocity_02
356,361,356,350,198334,33055.666666666664,185791.879755463,418603.5611368871,103401.26975546298,1.0,198208,179900,17.40388508695253,17.580470210918072,3.0251999152944025e-05,40.0,310073.9422,40.0,310073.9422,0.0,0.0,True,train_velocity_02
357,362,357,351,203562,33927.0,176347.57843875577,409201.81775244797,98493.18843875577,1.0,203493,184496,17.439888333341585,17.619323166310057,2.9475049370707695e-05,9.672619047619047,343791.1932,40.0,310073.9422,-30.327380952380953,33717.25099999999,True,train_velocity_02
358,363,358,352,191666,31944.333333333332,172233.63797674078,410827.3903652399,99149.06797674077,1.0,191662,175050,17.368145048573965,17.534312775440185,3.1304456711153776e-05,0.6666666666666666,343791.1932,9.672619047619047,343791.1932,-9.005952380952381,0.0,False,
359,364,359,353,176577,29429.5,168300.52235257142,417162.20171067794,100635.18235257143,1.0,176573,162877,17.269333404666867,17.416221057176507,2.831625862937982e-05,0.6666666666666666,343791.1932,0.6666666666666666,343791.1932,0.0,0.0,False,
360,365,360,354,154148,25691.333333333332,155826.43059871034,390977.77549452696,95159.34559871035,1.0,154145,144064,17.09921223199695,17.220625940895594,3.243635986195085e-05,0.6666666666666666,343791.1932,0.6666666666666666,343791.1932,0.0,0.0,False,
361,366,361,355,116960,19493.333333333332,149881.53068254105,396173.6313848836,98390.08068254105,1.0,116959,111405,16.738879130151975,16.824249943632942,3.419972640218878e-05,0.6666666666666666,343791.1932,0.6666666666666666,343791.1932,0.0,0.0,False,
362,367,362,356,73614,12269.0,142174.28105795092,413082.2607715402,103749.86605795092,1.0,73614,71611,16.112672118599274,16.158933423685287,5.433749015132991e-05,0.3333333333333333,343791.1932,0.6666666666666666,343791.1932,-0.3333333333333333,0.0,False,
363,368,363,357,40590,6765.0,145182.3481404287,461912.2551393299,116736.42314042868,1.0,40590,40092,15.28414987307071,15.301389942977357,7.390983000739098e-05,0.3333333333333333,339779.3582,0.3333333333333333,343791.1932,0.0,-4011.8349999999627,False,
364,369,364,358,25508,4251.333333333333,142695.36977458053,480289.28456288687,117826.37977458054,1.0,25508,25335,14.625097793897915,14.632124809441972,7.840677434530344e-05,0.3333333333333333,339779.3582,0.3333333333333333,339779.3582,0.0,0.0,False,
365,370,365,359,13464,2244.0,140603.04768790852,496756.94806819817,122718.06768790852,1.0,13464,13422,13.710580602149912,13.709540792286573,0.00014854426619132502,0.3333333333333333,278441.33239999996,0.3333333333333333,339779.3582,0.0,-61338.02580000006,False,
366,371,366,360,5487,914.5,151284.40071077092,538008.1895917767,130774.00071077092,1.0,5487,5481,12.419614873045052,12.40758644220853,0.00036449790413705123,0.3333333333333333,200000.0,0.3333333333333333,278441.33239999996,0.0,-78441.33239999996,False,
367,372,367,361,1989,331.5,190207.0294771242,711626.0015150207,156387.89947712419,1.0,1989,1988,10.956822030416449,10.918611874559234,0.001005530417295123,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
368,373,368,362,562,93.66666666666667,382846.877366548,1185012.929215508,338626.537366548,1.0,562,562,9.134426320220928,8.995636284633738,0.0017793594306049821,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
369,374,369,363,64,10.666666666666666,1524864.535625,2009669.5792287022,826849.200625,1.0,64,64,6.0,5.0,0.015625,0.3333333333333333,154071.4942,0.3333333333333333,200000.0,0.0,-45928.50580000001,False,
370,375,370,364,14540,2423.3333333333335,229910.96107634113,576461.6624969165,157805.62607634114,1.0,14540,14445,13.81467224853185,13.823062895024284,0.0001375515818431912,0.3333333333333333,273970.3162,0.3333333333333333,154071.4942,0.0,119898.82200000001,False,
371,376,371,365,39963,6660.5,242035.16380802242,622948.8302291685,160098.46380802244,1.0,39963,39181,15.246907676866694,15.281472732356335,0.0001000925856417186,0.3333333333333333,356617.8808,0.3333333333333333,273970.3162,0.0,82647.56459999998,False,
372,377,372,366,68337,11389.5,228610.81707332778,554812.4342791131,142940.6670733278,1.0,68336,66148,15.995511914594752,16.054866103945308,5.853344454687797e-05,0.6666666666666666,356617.8808,0.3333333333333333,356617.8808,0.3333333333333333,0.0,False,
373,378,373,367,97842,16307.0,215713.86259898613,513449.51455224655,128757.89759898614,1.0,97840,93428,16.48629930302956,16.571474312615607,4.088223871139184e-05,0.6666666666666666,356617.8808,0.6666666666666666,356617.8808,0.0,0.0,False,
374,379,374,368,126681,21113.5,209237.72407448632,491681.14285538776,121217.04407448633,1.0,126675,119435,16.833605186676426,16.94289733951214,3.157537436553232e-05,0.6666666666666666,356617.8808,0.6666666666666666,356617.8808,0.0,0.0,False,
375,380,375,369,154402,25733.666666666668,204059.15454825715,481381.94360857963,116183.45454825716,1.0,154392,143851,17.09543663664082,17.226553709492897,3.23830002202044e-05,0.6666666666666666,399075.5612,0.6666666666666666,356617.8808,0.0,42457.68040000001,False,
376,381,376,370,166015,27669.166666666668,203202.3976257567,497170.05512655387,114306.0776257567,1.0,166002,153732,17.18820621519303,17.330362839827885,3.0117760443333435e-05,0.6666666666666666,399075.5612,0.6666666666666666,399075.5612,0.0,0.0,False,
377,382,377,371,160708,26784.666666666668,208678.8781011524,558299.7283853968,120185.1981011524,1.0,160698,149285,17.1473977502774,17.282475068774847,3.1112327948826444e-05,0.6666666666666666,399075.5612,0.6666666666666666,399075.5612,0.0,0.0,False,
378,383,378,372,150503,25083.833333333332,202861.3397328957,552980.489683022,115679.33973289569,1.0,150492,140521,17.062877991646467,17.18851860101842,3.322192913098078e-05,0.6666666666666666,399075.5612,0.6666666666666666,399075.5612,0.0,0.0,False,
379,384,379,373,158115,26352.5,193252.82425987412,526319.724274519,108464.67425987413,1.0,158110,147056,17.126435016149202,17.258719117563082,3.162255320494577e-05,0.6666666666666666,399075.5612,0.6666666666666666,399075.5612,0.0,0.0,False,
380,385,380,374,171021,28503.5,181243.18418515855,495760.5611215844,100373.24418515855,1.0,171017,158201,17.22904902364171,17.371230025853805,2.923617567433239e-05,0.6666666666666666,399075.5612,0.6666666666666666,399075.5612,0.0,0.0,False,
381,386,381,375,180987,30164.5,170156.07859625277,466041.5982440486,94669.02859625277,1.0,180981,167138,17.30734108175998,17.4519556494754,2.7626293601197875e-05,0.6666666666666666,329518.66,0.6666666666666666,399075.5612,0.0,-69556.90120000002,False,
382,387,382,376,169845,28307.5,160902.58749659985,427353.1761543137,89790.46749659986,1.0,169839,157837,17.227932004046956,17.360255503239827,3.532632694515588e-05,0.6666666666666666,200000.0,0.6666666666666666,329518.66,0.0,-129518.65999999997,False,
383,388,383,377,161552,26925.333333333332,141421.68896064427,277750.3776381605,74685.09896064427,1.0,161546,150952,17.166460776084932,17.28900641569328,3.094978706546499e-05,0.6666666666666666,185435.9786,0.6666666666666666,200000.0,0.0,-14564.021399999998,False,
384,389,384,378,151187,25197.833333333332,138492.32003214562,284702.50356863276,76255.30003214563,1.0,151185,142161,17.083395339435526,17.193210323764358,3.307162652873594e-05,0.6666666666666666,202003.12920000002,0.6666666666666666,185435.9786,0.0,16567.150600000023,False,
385,390,385,379,117648,19608.0,134725.39812415,294840.9925765839,79608.05312415,1.0,117645,112419,16.753426261423556,16.832954443084233,4.249966000271998e-05,0.6666666666666666,202003.12920000002,0.6666666666666666,202003.12920000002,0.0,0.0,False,
386,391,386,380,77308,12884.666666666666,131224.6550746365,309193.25728512474,87823.76507463651,1.0,77307,75252,16.18453484673945,16.22920071039681,3.880581569824598e-05,0.6666666666666666,202003.12920000002,0.6666666666666666,202003.12920000002,0.0,0.0,False,
387,392,387,381,40248,6708.0,135991.3978249851,371943.7276883123,106495.8678249851,1.0,40248,39776,15.273006089582676,15.290101078153967,7.453786523553965e-05,0.3333333333333333,202003.12920000002,0.6666666666666666,202003.12920000002,-0.3333333333333333,0.0,False,
388,393,388,382,25315,4219.166666666667,141311.9230835473,454933.7104171271,116813.5830835473,1.0,25315,25161,14.615508344440977,14.618984544322469,0.00011850681414181315,0.3333333333333333,202003.12920000002,0.3333333333333333,202003.12920000002,0.0,0.0,False,
389,394,389,383,13504,2250.6666666666665,144693.81779028435,536371.5319369817,126972.02779028434,1.0,13504,13467,13.715563429857799,13.70934305071088,0.0002221563981042654,0.3333333333333333,202003.12920000002,0.3333333333333333,202003.12920000002,0.0,0.0,False,
390,395,390,384,5696,949.3333333333334,162310.43863939604,698399.7244878843,146384.39863939604,1.0,5696,5693,12.47468006017988,12.451857026472014,0.00035112359550561797,0.3333333333333333,200000.0,0.3333333333333333,202003.12920000002,0.0,-2003.1292000000249,False,
391,396,391,385,2120,353.3333333333333,235066.9005283019,1048735.6512192907,219067.60552830188,1.0,2120,2120,11.04984854945056,10.983810813601506,0.0004716981132075472,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
392,397,392,386,713,118.83333333333333,518497.4135904628,1743804.679827295,482971.87359046284,1.0,713,713,9.477758266443889,9.278599781170396,0.001402524544179523,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
393,398,393,387,90,15.0,2730131.993,3617786.7250046097,1767761.7279999997,1.0,90,90,6.491853096329675,5.1694136517890765,0.011111111111111112,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
394,399,394,388,19331,3221.8333333333335,241865.40342351663,601763.5674627752,160885.1634235166,1.0,19331,19166,14.22151857376176,14.234593680455783,0.0001551911437587295,0.3333333333333333,181219.1036,0.3333333333333333,200000.0,0.0,-18780.896399999998,False,
395,400,395,389,48272,8045.333333333333,229433.5503059745,537487.4706372633,142269.4553059745,1.0,48272,47185,15.51344028951266,15.554556719784538,6.214782896917468e-05,0.3333333333333333,181219.1036,0.3333333333333333,181219.1036,0.0,0.0,False,
396,401,396,390,71059,11843.166666666666,210560.67314893258,465969.09830293467,122213.03314893258,1.0,71057,68779,16.051687171751567,16.111730831164326,5.629125093232384e-05,0.6666666666666666,168656.9002,0.3333333333333333,181219.1036,0.3333333333333333,-12562.203399999999,False,
397,402,397,391,105122,17520.333333333332,203399.46561338255,424671.94407348224,114014.11061338255,1.0,105120,100232,16.586805127737364,16.675456548435584,3.805102642643785e-05,0.6666666666666666,168656.9002,0.6666666666666666,168656.9002,0.0,0.0,False,
398,403,398,392,135458,22576.333333333332,201417.62145565415,407974.80292406783,111530.44645565415,1.0,135453,127473,16.92670952010658,17.040412936420218,2.9529448242259592e-05,0.6666666666666666,168656.9002,0.6666666666666666,168656.9002,0.0,0.0,False,
399,404,399,393,162104,27017.333333333332,199256.55141754675,399972.56813232973,109028.55141754675,1.0,162097,150770,17.16258884867712,17.298149988100036,3.084439619010018e-05,0.6666666666666666,200000.0,0.6666666666666666,168656.9002,0.0,31343.099799999996,False,
400,405,400,394,173058,28843.0,194389.84244276484,365863.7489776065,102802.48244276484,1.0,173053,160236,17.248039817081953,17.39181388528742,2.8892047752776526e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
401,406,401,395,175009,29168.166666666668,187505.45590735335,330385.5527442481,95887.15590735334,1.0,175003,161988,17.263378144812364,17.40795937097802,2.8569959259238096e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
402,407,402,396,185680,30946.666666666668,186457.626288184,333199.2015610879,95785.861288184,1.0,185673,171180,17.340866201256027,17.492737771523046,2.6928048255062473e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
403,408,403,397,191823,31970.5,181318.5790363512,328404.1945969936,92178.7490363512,1.0,191814,176426,17.383182161436174,17.53946485810959,2.6065695980148366e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
404,409,404,398,206630,34438.333333333336,172348.26711837584,318275.3049684005,86764.43211837584,1.0,206622,189229,17.482084266001216,17.645054412184848,2.9037409863040215e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
405,410,405,399,216700,36116.666666666664,163589.27695223814,308896.64983949304,83118.10695223814,1.0,216688,198000,17.546375627540314,17.71260973204454,2.768804799261652e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
406,411,406,400,203081,33846.833333333336,156514.38920622805,304130.41381831776,80798.16920622805,1.0,203070,186939,17.467219185293636,17.618592308835503,3.4469004978309145e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
407,412,407,401,184194,30699.0,151546.7444123587,308996.30669754423,81219.4294123587,1.0,184187,171343,17.346962124245334,17.477725134211852,3.80034094487334e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
408,413,408,402,158663,26443.833333333332,146007.41847973378,309664.02847985295,81976.82847973378,1.0,158658,149368,17.155286908225527,17.26293593277532,3.781599994957867e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
409,414,409,403,126701,21116.833333333332,138822.5804293573,314098.4100730257,84912.7904293573,1.0,126698,121110,16.860870807114566,16.93932984986555,3.1570390131096046e-05,0.6666666666666666,200000.0,0.6666666666666666,200000.0,0.0,0.0,False,
410,415,410,404,82029,13671.5,133689.89270453132,336127.906904098,91973.30270453132,1.0,82029,79912,16.27149156352296,16.31427671077823,4.87632422679784e-05,0.3333333333333333,200000.0,0.6666666666666666,200000.0,-0.3333333333333333,0.0,False,
411,416,411,405,45323,7553.833333333333,135322.00077157293,370911.1501914636,105901.55077157293,1.0,45323,44751,15.44248151033566,15.459962783916929,6.619155836992255e-05,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
412,417,412,406,28735,4789.166666666667,136588.54791439013,397215.4568151019,111616.38791439013,1.0,28735,28533,14.796383107424472,14.803230328148402,0.00010440229685053071,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
413,418,413,407,16720,2786.6666666666665,131261.70955023923,398750.76813873084,112379.55955023924,1.0,16720,16659,14.021945427476483,14.02166104425267,0.00017942583732057416,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
414,419,414,408,9072,1512.0,141075.5412962963,483669.22833252576,125750.57629629629,1.0,9072,9058,13.144118505189137,13.134913283076667,0.0002204585537918871,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
415,420,415,409,832,138.66666666666666,361613.52801682684,1303663.9908036508,327022.83801682683,1.0,832,832,9.700439718141093,9.568228179679554,0.001201923076923077,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
416,421,416,410,365,60.833333333333336,516032.1053150685,1486213.670019799,452419.1853150685,1.0,365,365,8.511752653767381,8.254218407192038,0.0027397260273972603,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
417,422,417,411,2527,421.1666666666667,199724.5038306292,705898.9958050785,155382.9738306292,1.0,2527,2525,11.301627044314783,11.267788589623715,0.0007914523149980214,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
418,423,418,412,2517,419.5,185499.35367500992,625902.5897668812,141623.61367500992,1.0,2517,2515,11.295900307676675,11.26808942170131,0.0007945967421533572,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
419,424,419,413,2515,419.1666666666667,183987.53778131213,623209.2805946929,140429.75778131213,1.0,2515,2513,11.294752227436426,11.267714454076586,0.0007952286282306163,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
420,425,420,414,3483,580.5,172360.49397932817,498150.6672122476,105505.38397932817,1.0,3483,3477,11.762669451815835,11.74659135821836,0.0005742176284811944,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
421,426,421,415,6087,1014.5,176788.55555938886,419607.7545383545,102572.93555938886,1.0,6087,6070,12.565929976089777,12.561330008946683,0.0003285690816494168,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
422,427,422,416,6085,1014.1666666666666,183940.23308299095,495358.7985325872,109616.33308299095,1.0,6085,6069,12.565782714404705,12.559618412842777,0.0003286770747740345,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
423,428,423,417,5162,860.3333333333334,197213.26453893838,476613.68790508783,105281.55453893839,1.0,5162,5153,12.33022740555929,12.320928684133486,0.0003874467260751647,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
424,429,424,418,5922,987.0,191287.70607565015,459838.36754944356,101163.05107565015,1.0,5922,5908,12.527140642789853,12.52072389169225,0.00033772374197906115,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
425,430,425,419,5930,988.3333333333334,194542.91579089375,472661.11284133716,104047.96079089376,1.0,5930,5916,12.529094635639098,12.521337468691375,0.0003372681281618887,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
426,431,426,420,4701,783.5,227674.83191235908,684182.5182637565,137682.0619123591,1.0,4701,4692,12.194922992634707,12.17320299341415,0.00042544139544777704,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
427,432,427,421,7220,1203.3333333333333,199792.81430886427,585216.7306459747,116756.47930886428,1.0,7220,7201,12.81241540882409,12.80281003086929,0.0004155124653739612,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
428,433,428,422,7220,1203.3333333333333,195274.37195983384,539713.747377151,112238.03695983384,1.0,7220,7201,12.81241540882409,12.804967425789354,0.0004155124653739612,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
429,434,429,423,8753,1458.8333333333333,175386.22207128984,501232.7084166638,100568.76207128984,1.0,8753,8731,13.090535007193179,13.085219192613835,0.00022849308808408546,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
430,435,430,424,10344,1724.0,166306.22843000776,473943.03952050646,98026.41843000776,1.0,10344,10304,13.32877260776076,13.32775469157621,0.00019334880123743234,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
431,436,431,425,10338,1723.0,165412.70980460438,469879.94147955405,97239.33980460439,1.0,10338,10298,13.327931046241906,13.327492922328869,0.0001934610176049526,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
432,437,432,426,11995,1999.1666666666667,148088.17459358065,350842.694040818,90575.41459358064,1.0,11995,11947,13.542142202457992,13.545977133679335,0.00016673614005835764,0.3333333333333333,161119.4974,0.3333333333333333,200000.0,0.0,-38880.50260000001,False,
433,438,433,427,6860,1143.3333333333333,130036.84956851312,330770.7758990762,88423.63456851312,1.0,6860,6843,12.739036592838604,12.736995776512073,0.0002915451895043732,0.3333333333333333,143241.3092,0.3333333333333333,161119.4974,0.0,-17878.188200000004,False,
434,439,434,428,6852,1142.0,127482.93174547577,314359.0966592834,86078.23174547577,1.0,6852,6835,12.737347381209513,12.736471724466956,0.0002918855808523059,0.3333333333333333,143241.3092,0.3333333333333333,143241.3092,0.0,0.0,False,
435,440,435,429,4068,678.0,127679.01172566372,337805.26829343155,100789.26172566372,1.0,4068,4064,11.988137395519253,11.980271122166254,0.0004916420845624386,0.3333333333333333,120110.3374,0.3333333333333333,143241.3092,0.0,-23130.971799999985,False,
436,441,436,430,1715,285.8333333333333,125875.9723148688,388512.6223774177,111861.0823148688,1.0,1715,1715,10.743992861060175,10.72300160741586,0.0005830903790087463,0.3333333333333333,120110.3374,0.3333333333333333,120110.3374,0.0,0.0,False,
437,442,437,431,1955,325.8333333333333,132871.7269411765,406424.27191974793,117860.78694117648,1.0,1955,1954,10.931929874291901,10.909423480430009,0.0010230179028132991,0.3333333333333333,120110.3374,0.3333333333333333,120110.3374,0.0,0.0,False,
438,443,438,432,286,47.666666666666664,374934.05611888116,981611.1729612729,304675.1611188812,1.0,286,286,8.159871336778387,7.964067140974192,0.0034965034965034965,0.3333333333333333,160128.5808,0.3333333333333333,120110.3374,0.0,40018.24339999999,False,
439,444,439,433,294,49.0,398312.6832312924,1032747.6488817156,328053.7882312924,1.0,294,294,8.199672344836365,7.981985270006433,0.003401360544217687,0.3333333333333333,160128.5808,0.3333333333333333,160128.5808,0.0,0.0,False,
440,445,440,434,1171,195.16666666666666,173819.18701110163,617194.8534761135,160879.99701110163,1.0,1171,1170,10.191817418571242,10.133747392952113,0.0017079419299743809,0.3333333333333333,160128.5808,0.3333333333333333,160128.5808,0.0,0.0,False,
441,446,441,435,1181,196.83333333333334,249704.30559695172,1033433.1253775222,236338.75559695173,1.0,1181,1180,10.204099769295548,10.124506204519934,0.001693480101608806,0.3333333333333333,200000.0,0.3333333333333333,160128.5808,0.0,39871.419200000004,False,
442,447,442,436,1187,197.83333333333334,259972.36755686603,1053016.8727179258,246189.28755686604,1.0,1187,1186,10.211419299675603,10.127173301360525,0.0016849199663016006,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
443,448,443,437,2161,360.1666666666667,185847.8310180472,782310.5546449091,161183.69101804722,1.0,2161,2158,11.07470686449486,11.03305947902517,0.0009254974548819991,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
444,449,444,438,2155,359.1666666666667,179793.03185614847,744009.2994334374,155055.9518561485,1.0,2155,2152,11.070687931238641,11.031708812909176,0.0009280742459396752,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
445,450,445,439,2163,360.5,198518.55032362457,850238.1746124084,173385.67032362457,1.0,2163,2161,11.076968666559296,11.026566655459595,0.0009246417013407304,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
446,451,446,440,1344,224.0,267723.9839360119,1038985.2487095135,206323.42893601191,1.0,1344,1342,10.389341232302574,10.312689781403275,0.001488095238095238,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
447,452,447,441,1338,223.0,206758.85190582962,737056.2904092394,147306.4669058296,1.0,1338,1336,10.382872864019637,10.330555973137724,0.0014947683109118087,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
448,453,448,442,1338,223.0,206999.63899103142,732363.7742524182,147547.2539910314,1.0,1338,1336,10.382872864019637,10.330555973137724,0.0014947683109118087,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
449,454,449,443,2664,444.0,191046.35983483485,568159.0683575025,118473.46983483485,1.0,2664,2657,11.374123111816008,11.353852841545736,0.0007507507507507507,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
450,455,450,444,3848,641.3333333333334,173418.28820945945,491572.06958491507,105322.77820945946,1.0,3848,3837,11.904175828052788,11.892221566098526,0.0005197505197505198,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
451,456,451,445,3901,650.1666666666666,172444.300138426,473744.9961869566,102343.19013842601,1.0,3845,3834,11.838760625806568,11.829019533778885,0.014611638041527814,19.0,200000.0,0.3333333333333333,200000.0,18.666666666666668,0.0,True,train_destination_01
452,457,452,446,7631,1271.8333333333333,155932.8652810903,402285.0857909228,88838.34528109028,1.0,7530,7505,12.803515981559428,12.802467626166951,0.013104442405975626,33.333333333333336,200000.0,19.0,200000.0,14.333333333333336,0.0,True,train_destination_01
453,458,453,447,7927,1321.1666666666667,155083.4076220512,393858.95299455733,87390.35762205119,1.0,7826,7796,12.860672592837151,12.86117719735336,0.012615112905260501,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_destination_01
454,459,454,448,7976,1329.3333333333333,154519.160225677,390245.0943559926,87062.19022567701,1.0,7875,7845,12.87012752551938,12.87087978228969,0.012537612838515547,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_destination_01
455,460,455,449,5467,911.1666666666666,157949.1061423084,428982.05299426406,89857.2061423084,1.0,5366,5361,12.29244629620151,12.28549550051832,0.018291567587342236,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_destination_01
456,461,456,450,5097,849.5,152908.63982146358,439956.58350764174,97852.90982146357,1.0,4998,4993,12.183122334005539,12.173705029708895,0.019619383951343928,33.333333333333336,200000.0,33.333333333333336,200000.0,0.0,0.0,True,train_destination_01
457,462,457,451,5042,840.3333333333334,148751.2253232844,410043.3303215662,96218.78532328439,1.0,5000,4995,12.25151991407389,12.24160321435156,0.00852836176120587,14.333333333333334,200000.0,33.333333333333336,200000.0,-19.0,0.0,True,train_destination_01
458,463,458,452,1258,209.66666666666666,172636.91209856916,613476.1533222753,147162.18209856914,1.0,1258,1257,10.295326381760056,10.246041803063711,0.001589825119236884,0.3333333333333333,200000.0,14.333333333333334,200000.0,-14.0,0.0,False,
459,464,459,453,1388,231.33333333333334,140667.4446829971,514132.65821710683,120782.7846829971,1.0,1388,1387,10.437350930388057,10.395564186872207,0.001440922190201729,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
460,465,460,454,1337,222.83333333333334,133195.76359012717,499351.9399760249,113645.16359012717,1.0,1337,1337,10.384783750093355,10.339907160714148,0.0007479431563201197,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
461,466,461,455,1357,226.16666666666666,137548.47118644067,489101.82686702313,117288.10118644068,1.0,1357,1357,10.406205005418851,10.354620628115978,0.0007369196757553427,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
462,467,462,456,616,102.66666666666667,229237.98667207797,759916.9252003615,190611.90167207798,1.0,616,616,9.266786540694902,9.146656670565033,0.0016233766233766235,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
